ISO.Code,Country.Name,Indicator,Shortind,Sex,Year,Median,Lower,Upper
BEL,Belgium,Infant mortality rate,IMR,Total,2023.5,3.04260333569625,2.74429846783406,3.34677390458995
BEN,Benin,Infant mortality rate,IMR,Total,2023.5,46.4215063817777,35.4919151944354,61.0479907591603
BFA,Burkina Faso,Infant mortality rate,IMR,Total,2023.5,44.8037858786271,29.0284966584925,69.3765314275604
BGD,Bangladesh,Infant mortality rate,IMR,Total,2023.5,24.3666140177687,23.2949227588921,25.5876123362937
BGR,Bulgaria,Infant mortality rate,IMR,Total,2023.5,4.99561067124344,4.66965027866443,5.345083768869
BHR,Bahrain,Infant mortality rate,IMR,Total,2023.5,7.15158127297374,6.562244281591,7.80340810555418
BHS,Bahamas,Infant mortality rate,IMR,Total,2023.5,11.3655367847186,9.18184201701691,14.0310151483329
BIH,Bosnia and Herzegovina,Infant mortality rate,IMR,Total,2023.5,5.34591863483629,4.90208813811384,5.83100158788981
BLR,Belarus,Infant mortality rate,IMR,Total,2023.5,1.88369474228329,1.49908994116144,2.34752514636747
BLZ,Belize,Infant mortality rate,IMR,Total,2023.5,10.8440689192533,9.73505011411445,12.0537279838764
BOL,Bolivia (Plurinational State of),Infant mortality rate,IMR,Total,2023.5,20.0376938082068,13.3877171677895,29.9329386892587
BRA,Brazil,Infant mortality rate,IMR,Total,2023.5,12.4619363023351,10.9663301738538,14.1132665797839
BRB,Barbados,Infant mortality rate,IMR,Total,2023.5,9.30046599098922,5.86269805138649,14.9353581178663
BRN,Brunei Darussalam,Infant mortality rate,IMR,Total,2023.5,8.24543029564618,7.0828494367616,9.58924332120998
BTN,Bhutan,Infant mortality rate,IMR,Total,2023.5,18.5246478217584,10.0821212350001,33.7804059317973
BWA,Botswana,Infant mortality rate,IMR,Total,2023.5,38.2487924524973,14.3972429625146,100.887551180961
CAF,Central African Republic,Infant mortality rate,IMR,Total,2023.5,60.4132592026833,44.9432988237668,80.9142990628175
CAN,Canada,Infant mortality rate,IMR,Total,2023.5,4.43416744839393,4.24470509460673,4.63516588022132
CHE,Switzerland,Infant mortality rate,IMR,Total,2023.5,3.4872866615374,3.27913942755695,3.71123100697726
CHL,Chile,Infant mortality rate,IMR,Total,2023.5,6.20056391562356,5.95463184070867,6.46204898095658
CHN,China,Infant mortality rate,IMR,Total,2023.5,4.4513127679397,4.01848296910428,4.95802810493183
CIV,Côte d'Ivoire,Infant mortality rate,IMR,Total,2023.5,46.6133229950554,37.9939769060073,57.1472210938989
CMR,Cameroon,Infant mortality rate,IMR,Total,2023.5,41.2499012617297,30.6726685507298,55.4662392794224
COD,Democratic Republic of the Congo,Infant mortality rate,IMR,Total,2023.5,44.4716511426492,25.56806472252,76.2865913880059
COG,Congo,Infant mortality rate,IMR,Total,2023.5,27.6455681657237,14.699562384437,52.1239676649498
COK,Cook Islands,Infant mortality rate,IMR,Total,2023.5,11.7590615287204,7.40162923272805,18.5992161630646
COL,Colombia,Infant mortality rate,IMR,Total,2023.5,10.9351427523186,6.93990086126065,17.1718087885927
COM,Comoros,Infant mortality rate,IMR,Total,2023.5,35.6538739079111,26.8685925531497,47.2514787896369
CPV,Cabo Verde,Infant mortality rate,IMR,Total,2023.5,11.0136210424958,9.7349709763384,12.4621680418508
